address, current_balance , gross_tx_amount , in_amount , out_amount , fees , out_txn_count , in_tx_count , gross_txn_count ,
GBPWPFJDZIF4CLOT7TRNQRNYDWXBYUKE4KFIK3UOYH4KMVE5DLXSMI5P, 0.02 , 200 , 100.00 , 99.53 , 0.45 , 1 , 1 , 2 ,
GBE5DSFHUC3BB2LRAT7DTALTUCSIYKCF65JZHKE4EWBJWETSKKRGIDOX, 0.02 , 200 , 100.00 , 99.53 , 0.45 , 1 , 1 , 2 ,
GDBDY5FHKYH3AVBCP3DRBGU75MJF5BHECKCKSFJSJVVN5UKFIOVZQBC7, 0.02 , 200 , 100.00 , 99.53 , 0.45 , 1 , 1 , 2 ,
GCR2YLZADJ3E4WW7Q4IMMF52QOUMMSS4HA3EQHPGHEIYKEFBXBAD2NGG, 0.02 , 200 , 100.00 , 99.53 , 0.45 , 1 , 1 , 2 ,
GDJ6JU3IVT6DJGY5QDK3YF2JIIYCCKRP7N3W5U3PP4M77LOQRF4JQCNS, 0.02 , 203 , 101.54 , 101.07 , 0.45 , 1 , 2 , 3 ,
GBO3ZMK7J4YAWP7HZFZZAO2DJN5622I42FUTSFPE2YCXKR63ISBP4IQR, 0.02 , 6 , 2.99 , 2.95 , 0.01 , 1 , 2 , 3 ,
GCJGZOKBJG4Z2XMA7DCAIU7PWKHTCU7ENKEDS4NUR2CSPW3F3ICG2KXN, 0.02 , 397 , 199.10 , 198.19 , 0.89 , 1 , 1 , 2 ,
GDJI6DYWQ4NGNWKZEUYUIDYB5GLIRJ6QQB3HNNXEGV4TH5ZYNGK32PTD, 0.02 , 1 , 0.30 , 0.28 , 0.00 , 1 , 1 , 2 ,
GB4GG2NB6MPAH4QRQDQD2APKNIOK3JOGEURQVM7JCYHVLFH4SKHUH6B5, 0.02 , 70 , 35.05 , 34.87 , 0.16 , 3 , 2 , 5 ,
GAF3GBNIMPJ4SFMCLZ67U3GNKKPGZ67VGJWQKI2RYEGCUAAGYDSC6PFZ, 0.02 , 59 , 29.82 , 29.67 , 0.13 , 3 , 11 , 14 ,
GD2WKMCXUWDZFGB7ZLQC6QFC565ARXVFCZJXQZXQGZZPCFA23TLLM75V, 0.02 , 399 , 200.00 , 199.08 , 0.90 , 4 , 1 , 5 ,
GD7E27WSYY6GQSV7Q6NVC2LONCGDBHIHZ6DTBNCRBXO3ALY5BI6WOVBN, 0.02 , 239 , 119.96 , 119.41 , 0.54 , 1 , 2 , 3 ,
GAKIXD6FGVMPJV4CVQ2BO6CON2EJ24VZK53Y7NA2BZPJTFACRCGMM2GP, 0.02 , 22 , 10.93 , 10.86 , 0.05 , 1 , 1 , 2 ,
GDPH2NBUVF572VBGF2BNALUMIF46SHOVGTHSXV763BX3OMJOYQWYWRCB, 0.02 , 36 , 18.16 , 18.05 , 0.08 , 3 , 3 , 6 ,
GDHKUUHFSNCGW74UNLMK3DMDP47PNR4SUPAVZ5ZR3BRZKIXEE2UGZR4A, 0.02 , 0 , 0.16 , 0.14 , 0.00 , 1 , 1 , 2 ,
GA5WRTPZG6IFBVBKASWTIBAKJNXUQZEUUHW2C6AUDLYDYINAYMTLSIUL, 0.02 , 29 , 14.70 , 14.62 , 0.07 , 2 , 2 , 4 ,
GBPM7PJJT7Z54MMVRLVVDWXQJKG6NEAVHPOXNGGKPREGRH7BXHNN7LLS, 0.02 , 399 , 200.00 , 199.08 , 0.90 , 1 , 2 , 3 ,
GBLPA34IZQYEDSVV2ZOKEUTDXKM2XQMLLJOZL5LKRU77QBR2I4WLPMKB, 0.02 , 399 , 200.00 , 199.08 , 0.90 , 1 , 2 , 3 ,
GAM5HCGHCPBTLNVPOMBFC22CLKCAV65X4H7DHCHQSEUVETUCU5WLEOFP, 0.02 , 399 , 200.00 , 199.08 , 0.90 , 1 , 1 , 2 ,
GCBAN4BVNQLP7S3OSAETVWRYPX7KGQTMQAPZGXTQCBZ5KBOKVLE3KHUE, 0.02 , 399 , 200.00 , 199.08 , 0.90 , 1 , 2 , 3 ,
GAJ4RAXZX6YTM36R6UW3BPUF4KH4C4PHMKNZY55VZ62UBFSIPLOYVJ7R, 0.02 , 399 , 200.00 , 199.08 , 0.90 , 1 , 1 , 2 ,
GCUQLHZRTAWRSRLLCU24X2D7I6OVNDCH4K42RUYQ6DLPTJNN3FJE6VSM, 0.02 , 399 , 200.00 , 199.08 , 0.90 , 1 , 1 , 2 ,
GBYJ2N4LUAPGDGCJUABLKVL3LI3IQUPJC3VQBTSXLJ654KOMOQ64U4KJ, 0.02 , 9 , 4.34 , 4.30 , 0.02 , 2 , 2 , 4 ,
GBVL773TATV57V7CESQ4JMRTDJMLE6JNCRHI64QCQFDHOVG2HXIFDEPI, 0.02 , 14 , 7.22 , 7.17 , 0.03 , 1 , 1 , 2 ,
GAVEGCLSUMO3N7C4NMVON6KPD3FH4UM6EBP35ZZ36DDRUQWSKFQKHWJM, 0.02 , 114 , 57.34 , 57.06 , 0.26 , 1 , 2 , 3 ,
GAU5I2UMCQXZ6GD6OOUBNLV5HZK3YL57MAPAFAQHIGT7UUJ2OAQ5HTG4, 0.02 , 200 , 100.00 , 99.53 , 0.45 , 2 , 1 , 3 ,
GDX2DJQJKIXGA45MIZJVJQCWSO3UDR62DPFHPRDCKPMYVTMMLEJ3Q7LE, 0.02 , 200 , 100.00 , 99.53 , 0.45 , 2 , 1 , 3 ,
GC26UZB4NOOSNUQE35QYJBW6MBE2Z2DXJWWH4MNLXNNRK3N33OIT2DMS, 0.02 , 200 , 100.00 , 99.53 , 0.45 , 2 , 1 , 3 ,
GCWW4RTGS5UV7CWXYPI5I6ANYSNS3OIIYAUKZL7FINAYDNQUSRZCXNDA, 0.02 , 4 , 2.20 , 2.17 , 0.01 , 2 , 3 , 5 ,
GCXPNA2GTXLAZCTALQ4GXPNDNPLRBCCCRJYJKOHQCV2OHCZJMSYO34QH, 0.02 , 103 , 51.76 , 51.51 , 0.23 , 4 , 2 , 6 ,
GBMYJAXVIMV4O6SGQ3FDMJM7D7PPC42CYT4LEFQMEYFQRMBFJ2QIZYQP, 0.02 , 11 , 5.64 , 5.59 , 0.03 , 2 , 1 , 3 ,
GC526PGUZ7QWUG6Y4EN3GAICBLVMUNM2EOOO5JBMAZ5HW72GKVTEQNWP, 0.02 , 2 , 1.01 , 0.99 , 0.00 , 1 , 1 , 2 ,
GCHCPHWRHTQ6K6LJX2CVRUKR6764EC3VJO6W3XTQZW62YIG4EZKBZB3C, 0.02 , 37 , 18.63 , 18.52 , 0.08 , 1 , 1 , 2 ,
GBAZK4U7RH2NRV2JHPEPXKZMZM4NEQ56FOPSSUTBYNXN2SLVOIQQG7SA, 0.02 , 16 , 7.92 , 7.86 , 0.04 , 1 , 1 , 2 ,
GD4L55KRVURIAGLEBPAZ6KRC6N4Z3E4Z4ZWOOGSHSEZSZGOFLTUIBBYP, 0.02 , 8 , 3.88 , 3.84 , 0.02 , 2 , 2 , 4 ,
GB34UAKI5WAVAIDC4ZP3KYUOMKY4XIXE5LNFYJ2O2H6WD4VDVJH454TO, 0.02 , 79 , 39.65 , 39.46 , 0.18 , 1 , 1 , 2 ,
GCSN3SIBS5YTHNR5KX6ZOZPZA5NZDZ25TSTLLTLKDE63J4HFMT2GBUQU, 0.02 , 798 , 400.00 , 398.19 , 1.79 , 4 , 4 , 8 ,
GBIC32RA35RFUB2FNJDGZRQJYQTPIWDFTFEXHFPEMO3L6ZCUOMFJUOYH, 0.02 , 13 , 6.36 , 6.31 , 0.03 , 2 , 5 , 7 ,
GD3S3DEIYB3JCD2IED476HJCXO7MEFTZEA2Q7CO4QTY27MDCWBBHPQVA, 0.02 , 798 , 400.00 , 398.19 , 1.79 , 4 , 4 , 8 ,
GCTB5VMSCC6HJMZZGNPA4FLYYCGREKEK2K2AIP2NJFSP27NJEEETIXKM, 0.02 , 15 , 7.70 , 7.65 , 0.03 , 1 , 1 , 2 ,
GDNTCPVFOOS7WUDX6RHYG46LSTNCMCKYB7ZZ4QXJP5RRYM5TF5UDYLOJ, 0.02 , 0 , 0.24 , 0.22 , 0.00 , 2 , 1 , 3 ,
GDP6PFKNNBU3OPERIFAKRNQZPEKSL4E47ARYGLEM2AAAC6H5WROQZH76, 0.02 , 2 , 0.77 , 0.74 , 0.00 , 1 , 1 , 2 ,
GCEY3F3AW2LKHQ3IHGURELRYGNMDLKYNR33FAAQ4YI6C7QFCT3GBNOM4, 0.02 , 30 , 14.96 , 14.87 , 0.07 , 3 , 3 , 6 ,
GC3NILDSB6E6TAOYQ6JJKS5CFHB53JKITMFDR4JWEQXXFOAOWKDUJPPH, 0.02 , 26 , 12.81 , 12.73 , 0.06 , 1 , 1 , 2 ,
GCB2XJDT3Q5X7FSVZMB2JL6NQZYYZ5DVGSFOFELPJOYC5LZV6HWBIBFH, 0.02 , 1 , 0.26 , 0.24 , 0.00 , 1 , 1 , 2 ,
GCEUPXSBRCDLOYKQBMGSTEPDOKW3CCRAKXAVGGPB52I2WHT5IUAI4GLD, 0.02 , 798 , 400.00 , 398.19 , 1.79 , 1 , 2 , 3 ,
GBG2QITA5CIUXXZ2NRVX3BU3JVKQVUTV55YE44MTBASQUDTGOEHW626C, 0.02 , 200 , 100.00 , 99.53 , 0.45 , 6 , 1 , 7 ,
GCFJXDLPNV6XMPKEDQDPWXYWNTOUQAGTCQNPAAL6TEAN34QS6OA76MOW, 0.02 , 795 , 398.19 , 396.38 , 1.78 , 1 , 1 , 2 ,
GCQNXKY4PJXIXYS2T7CITFZOZ3LS4DSD55ZKHUX64M5X6PWFYSZ5AONV, 0.02 , 43 , 21.75 , 21.63 , 0.10 , 2 , 1 , 3 ,
GDXP4CT3MPLONJJBD4C62HOOHO2P6LYOBFFOCQFDYW7EKFO5CCTIYMCE, 0.02 , 30 , 15.00 , 14.91 , 0.07 , 1 , 1 , 2 ,
GD7V65IVWS2MP5WJVJATKUHFY5UDAUNCZNBCSF5E5MNOTAAGLCLBIVEB, 0.02 , 463 , 232.20 , 231.14 , 1.04 , 10 , 10 , 20 ,
GDSZHAW7CSPEWZSCGEABJ3UHSQS7VVPKMP72NAM54CBLEDT7AULDV7EJ, 0.02 , 0 , 0.10 , 0.08 , 0.00 , 2 , 1 , 3 ,
GDIM3POEXG7HZPBEVK7I4J7FJ335HWC4H6S33XM2XGJULOVSR6MRAZDN, 0.02 , 16 , 7.96 , 7.91 , 0.04 , 1 , 1 , 2 ,
GB4D4YEBLERVGBSLVA4Y2EJUXLC3QCSQP73A3ASCYFODCWN656PYXNO7, 0.02 , 33 , 16.67 , 16.57 , 0.08 , 4 , 3 , 7 ,
GDG5M4QGOJYIZBQL2FE2S2LI5EYIDAV3WLS44HZH576XXQ5SJCFU2SKK, 0.02 , 0 , 0.10 , 0.08 , 0.00 , 1 , 1 , 2 ,
GDQCBG3SQ3K3W5ZD3MACARU2FDOEQJIVW2SMU2MNXCPBVQMI45M44OTW, 0.02 , 169 , 84.68 , 84.28 , 0.38 , 1 , 2 , 3 ,
GC2HYBXMLXQENLVENB2POV3DZPO3QYWQ6QT4CSUH3R22N224BWUVRBAG, 0.02 , 200 , 100.00 , 99.53 , 0.45 , 2 , 1 , 3 ,
GAG57KTWXIWG2LPBIKGHNWN3TUC7SEDYYPI54TMFVN42TC73V2KSM573, 0.02 , 795 , 398.21 , 396.41 , 1.78 , 2 , 3 , 5 ,
GDVDVMPZCYMEBSFOYTYIENQZKPFFH3VYRDY3JL34OGZMHVC6ELR7BTRI, 0.02 , 2 , 1.10 , 1.07 , 0.00 , 2 , 3 , 5 ,
GCXIUG3HUTPI3Z4JDH2WS363HU52SM3HWNV5EUPF77Q2KQOWFL4VF64D, 0.02 , 399 , 200.00 , 199.08 , 0.90 , 6 , 2 , 8 ,
GD7LECWEIH3WLLWQLY5R5XMVJRSWYVMBI75DJ2FEG6HIJWD6NECOL5W7, 0.02 , 4 , 2.01 , 1.98 , 0.01 , 1 , 1 , 2 ,
GDUI2JV6XJBYBSTEGTFNJABQIUJ4K4SBOD5L6D2BNCRCC3O5HAEIWY6X, 0.02 , 83 , 41.45 , 41.25 , 0.19 , 3 , 3 , 6 ,
GA2LV3T56G46MKMJDXUZW6CYMSC7YN6RMM4S57Y5FOQYAC2ZL4CWMSZC, 0.02 , 8 , 3.98 , 3.94 , 0.02 , 3 , 2 , 5 ,
GCV2FRUGBNA5AURPFJJDOGCXNYKJH3JTGTQIXW4MUQ6CRQPM3OA7VIDX, 0.02 , 40 , 19.93 , 19.82 , 0.09 , 8 , 14 , 22 ,
GDNU3LC52HVLIJ3T4DWPJMDC45KUCJ6R7CTIER5EPTXE4T3KU32S55O3, 0.02 , 18 , 9.00 , 8.94 , 0.04 , 1 , 3 , 4 ,
GCWX3TIZ6NZ2EPCYMJFQECA547GJ6F55PVGKO5EF25ENLX7B4P7QBN4F, 0.02 , 0 , 0.12 , 0.10 , 0.00 , 1 , 1 , 2 ,
GDLYBVZOCWZCM7MLEFWAZPLEU3ZBO3AIXWZXGBCXK7TYUDS3O5XNZHOT, 0.02 , 17 , 8.48 , 8.42 , 0.04 , 2 , 4 , 6 ,
GA35P2PKDGMIPL6V5JKEFKAJDBP6O2RFDOYNFZRNNC563L4IJKO35O23, 0.02 , 2 , 1.15 , 1.12 , 0.01 , 1 , 1 , 2 ,
GBOZT23GFGSTC3MXNAVMG44GRHGC6B3R65QDZYUHSPF2WHDZ4KZ7UW6Q, 0.02 , 168 , 84.14 , 83.74 , 0.38 , 4 , 4 , 8 ,
GCR6NPT77OAOJ3CWBRDVD2PITPSUAAB2L6XMIZYBHFES6NOPANOYTCAA, 0.02 , 30 , 15.01 , 14.93 , 0.07 , 1 , 1 , 2 ,
GD6X5E2EQUBNPZXO5ZILJ2YXFANSCAJ6JJQGNHGPZ3KBYIZSAFZ7J65Q, 0.02 , 399 , 200.00 , 199.08 , 0.90 , 3 , 1 , 4 ,
GCZFHWNAMBGFKOOW43XZMDQP5VPM5QGARUQGP5FHWZBTMOOOJYOHNDXA, 0.02 , 399 , 200.00 , 199.08 , 0.90 , 3 , 3 , 6 ,
GDLCDWSGHRX7VTG2UD4NVIAQERTUQT45HUA5HEJZARWKNEZBEYPFQO3R, 0.02 , 2 , 0.76 , 0.74 , 0.00 , 1 , 2 , 3 ,
GCXLXOHH7ZUYKEFLBBVFCZ57G7AQBEERRW7U5WEYA36ISHPW3KM2VBEQ, 0.02 , 2 , 1.10 , 1.07 , 0.01 , 3 , 2 , 5 ,
GAUGJMCM52QKGS5RN6D3SBO4RNCYAEKNY7OTRHSLMOJGQ5A6EGPD7XFP, 0.02 , 4 , 1.98 , 1.95 , 0.01 , 1 , 1 , 2 ,
GDKECAVSHRKUKP2X6VGZ7ULI7MSKFTOBJRXUQMN67WOVHOEFHCOWYVMM, 0.02 , 6 , 3.00 , 2.97 , 0.01 , 1 , 1 , 2 ,
GD3L4TJQD5JGVMJI7IDE4WM4PXSOSJWA4COEVZNEC65ATKIVZDUOXMOZ, 0.02 , 8 , 4.00 , 3.96 , 0.02 , 1 , 1 , 2 ,
GCQXYEZI5KO4YL2DSFUHZX3YQA3R7BX2JV5JBMYSHMRDMWIN7HI4BGLI, 0.02 , 1 , 0.52 , 0.50 , 0.00 , 1 , 2 , 3 ,
GBAS3YX6BN7D47ZAL6H4YC6HSEOKU5ENSKUHJSI7WM4NFFFXGX7DUYXO, 0.02 , 4 , 2.21 , 2.18 , 0.01 , 3 , 2 , 5 ,
GAZL4LQ6PP2MD6DW5U5PMZ2FYBA2VQGGE5YIMJB5JQON4AMNXUGPRPUN, 0.02 , 2 , 1.20 , 1.17 , 0.01 , 1 , 1 , 2 ,
GCEN6MX3BEN3XEWYEU5PG5SCWAHT2W4HEHPGZHPTRDPAPTHRAKJQ6NBW, 0.02 , 4 , 1.99 , 1.96 , 0.01 , 1 , 1 , 2 ,
GBKC7MNVXPYN75B6XB5BRBPXYXBDLKVEGJERPNQJPFOAGS2OFQICZBGG, 0.02 , 1 , 0.61 , 0.58 , 0.00 , 11 , 14 , 25 ,
GDT6V5KILMRVRI2ZYGK6VFSXHZK4ELLXR5IBU7AAU77326B54YYAQLV3, 0.02 , 2 , 1.24 , 1.21 , 0.01 , 4 , 3 , 7 ,
GCIDRILGSRZHS2P42KCVQ5W6BD3XCFMLJVAB4LDG7W6W6PZB35L3UKFX, 0.02 , 2 , 1.00 , 0.98 , 0.00 , 1 , 1 , 2 ,
GAJTWYCLFQB4VSVJR54PEXFVV5E3BZLLGV2FE7CUEUWKZHWXQKEX5HPO, 0.02 , 2 , 1.00 , 0.98 , 0.00 , 1 , 1 , 2 ,
GDI4X5VWHTH2XEIEUHDZ7XFGR45KTXQQ4JQ62RSJECQCVKZCAB3TUJ6M, 0.02 , 2 , 1.00 , 0.98 , 0.00 , 1 , 1 , 2 ,
GD73TTOIDKSVPMRD6K4PLNZNABSUML2LRTU42DXSCZNJ6OOMMBGXLQMX, 0.02 , 1 , 0.27 , 0.25 , 0.00 , 2 , 11 , 13 ,
GB233WOA3VG6DKGFIIIX23EY23SX7HD2TTY5TPAWNPSDFE24PVSBLCHO, 0.02 , 4 , 2.00 , 1.97 , 0.01 , 2 , 2 , 4 ,
GBMPQYVLJUQISYHKUF7ZVLPD52RHVTL7RTR3Y3LVYMQAXNVY4P4PLNLY, 0.02 , 2 , 0.90 , 0.87 , 0.00 , 1 , 1 , 2 ,
GATFWI7OGQ37UIFFKGIRFTOPZCIZIXXELTD76CETICSZ7Z63ULWQJZH4, 0.02 , 1 , 0.29 , 0.26 , 0.00 , 8 , 15 , 23 ,
GCB6ASSHV7NTAUFYNWR6GGCKZ7RAQHKDA3EFFR4IX2DU7JBOHZCMAR55, 0.02 , 1 , 0.30 , 0.28 , 0.00 , 1 , 1 , 2 ,
GCRZYDFDESH33YDTU774HUSJWHQFSBDDLNU6O2VFHA7YHVSPQGJZJYZB, 0.02 , 0 , 0.24 , 0.22 , 0.00 , 1 , 1 , 2 ,
GBLYAROYOYZPWHRWNOYILRWDQYVS4NDTEQKYG7S7CJ7GHXRHAVRF32P3, 0.02 , 0 , 0.04 , 0.02 , 0.00 , 1 , 2 , 3 ,
GBG7QCE2RLWJEQTQRR5YJGGQYYPM3QMZZDXH44QJRXBV5IWVCJLGTPF3, 0.02 , 0 , 0.07 , 0.05 , 0.00 , 1 , 2 , 3 ,
GC6VUMBNKYSVAAB6BSVVU72Q4YGNIGFD4YLIECIRQHRR7P6Z62O52Y2L, 0.02 , 0 , 0.10 , 0.08 , 0.00 , 1 , 1 , 2 ,
GC7AJ5CWH6AHHW6BJLFBGISOWZKUUZXM7IXJYNGSY6GKLLFT5625ZIG4, 0.02 , 0 , 0.02 , -   , -   , -   , 1 , 1 ,
GA3GIXWE7I7I5CI3ZASWWMWNX2ZXK5JGK2SYO5LUXMA3MRMGLINHQ7AB, 0.02 , 0 , 0.02 , -   , -   , -   , 1 , 1 ,
GDNMVA7AVLH5NPEFUY3HC4E5OXG7QN6ZV6TVR2DNJEIE5GS4CN53L25U, 0.02 , 0 , 0.02 , -   , -   , -   , 1 , 1 ,
GBZMQSN4PJDFG4PAECCE7K5X4KPDSDIT7RMZYLAIDOJDEQTSRKSLTXEZ, 0.02 , 0 , 0.02 , -   , -   , -   , 1 , 1 ,
GA6BYMRRZKIS222JMITYFIBKKKGIT2KVYNPG2WFBYCQMVF3FJXCHT7TA, 0.02 , 0 , 0.02 , -   , -   , -   , 1 , 1 ,
GAN4IP26ZTXEZTHJNZQHA7HRKHELACD6P2CADOUGM4N2NJF3PMBNNTYQ, 0.02 , 0 , 0.02 , -   , -   , -   , 1 , 1 ,
GCB2T5ETT6DWFN4OOAMW6YUWPC6MJPO2IO66NPXFOQHNLUBBYABI53WG, 0.02 , 0 , 0.02 , -   , -   , -   , 1 , 1 ,
GDXLT2VCQDVPMU2NEVLJFKFJJQ6DIUWG4Z375FVACBSOZ2DSCS5CN6LF, 0.02 , 0 , 0.02 , -   , -   , -   , 1 , 1 ,
GBO4PBUQIXBSQEBOYLYZFHLCXFSIBZPQRCDYTIGCVZRBMDP6YXYLERZS, 0.02 , 0 , 0.02 , -   , -   , -   , 1 , 1 ,
GDLBJW7FWTAK4T4VT42AO7NQWEFP2JVCNZ62X3LEJVEZVAW3E4QI7BTE, 0.02 , 0 , 0.02 , -   , -   , -   , 1 , 1 ,
GDC5U74YHTRLS23XEMIO3V6HWSKLZ4GBPPH53UGMWEWPTG5WCFBR5HSD, 0.02 , 0 , 0.02 , -   , -   , -   , 1 , 1 ,
GB2K655GQJZYNTPGDTQU3FJHWWB6DD5FLRCP2YCONOG4G6GWLAUOJWIQ, 0.02 , 0 , 0.02 , -   , -   , -   , 1 , 1 ,
GBRTERXOTNW3WUXUHTDHATQ3D4LPDLLUK4GTDBM7LUOEDKBTIDGTUUTL, 0.02 , 0 , 0.02 , -   , -   , -   , 1 , 1 ,
GCLSPJFS42YSGKRYD4JGE3L7WBQ3XYMXA3NOAHGS6HN6ZNZLUY6DSFA3, 0.02 , 1 , 0.42 , 0.40 , 0.00 , 1 , 1 , 2 ,
GA2EQ3YSFVXAVLIEDUCQ3FF2A2NTSDQ5QZ4XLVNLQ27PBYQ32X6H54U6, 0.02 , 0 , 0.25 , 0.23 , 0.00 , 2 , 2 , 4 ,
GBH32MUT62LB6LCE2OQHYPLPLMGZPUDN4B3XS6QXAHA4B4XTXKEL4TGK, 0.02 , 0 , 0.05 , 0.03 , 0.00 , 1 , 2 , 3 ,
GB3SLQOUCKO354SENFACLJOGVMH42CZQ76WUD4RN6WBJJKZCNNSIHHMP, 0.02 , 12 , 5.90 , 5.88 , 0.00 , 1 , 2 , 3 ,
GDHZLWOM47LZU745IIWS22IQ54RKJXDGDJDSSUQEBMZDRQCLYLDUDPQP, 0.02 , 3 , 1.35 , 1.32 , 0.01 , 1 , 1 , 2 ,
GD27QNWIAJEY74L56VWDSP25UOIXNMUN3B5MK4BUBWBMALW4HSKNKUA5, 0.02 , 2 , 1.13 , 1.10 , 0.01 , 1 , 2 , 3 ,
GBCCEUDACKSPOLNYLRA7XEUCHR4ROFZYXGAONDAU3RLFMX5O7GNYNELV, 0.02 , 1 , 0.39 , 0.36 , 0.00 , 20 , 13 , 33 ,
GBTBUCDLE77WESHLULJMCVHGVTI6KMDHHMV7H2OTJBYTQ6VFOLDIRZIK, 0.02 , 6 , 3.00 , 2.97 , 0.01 , 1 , 1 , 2 ,
GDH3IHUYMXC75XXNF7FEQCSX4ZFHTACCV6KSYNUBAQH7HLHMM7NRYFNJ, 0.02 , 1 , 0.39 , 0.37 , 0.00 , 28 , 29 , 57 ,
GAGYFWK42I3BXYYM7ARZ23HP5GSVAZCUOS7HEJZ5KKDO2ANJNQTCCOFY, 0.02 , 96 , 47.98 , 47.74 , 0.22 , 1 , 1 , 2 ,
GBMSLQVGKAVUUY3D6WBOW5V752TLO67A66HJ5M6ZV5NXIWAO3XG4BFW3, 0.02 , 7 , 3.27 , 3.24 , 0.01 , 3 , 2 , 5 ,
GAIQABMZGXWIME2FP5AIQGMAMOHS7DF3V7NW75ZWNMZKVSXNU6THW3UW, 0.02 , 2 , 1.07 , 1.05 , 0.00 , 1 , 2 , 3 ,
GCPHPRCA6IVWFAQ3KMRHRW5UM2YU7DQ7FLWYJBHOLNF2R3KSJIGYMALQ, 0.02 , 21 , 10.50 , 10.43 , 0.05 , 1 , 1 , 2 ,
GADUF6JIEJ4KIFCZF5DIOLNV7LDWIZAC2DRF2ACBG3ER5QGMAXR3SEMY, 0.02 , 398 , 199.10 , 199.08 , 0.00 , 2 , 3 , 5 ,
GCOQJ4YY2HIPDPXVENGRD3WDLLWEQCD6DTCWSLGHPIL7JYWLICZCP3ZS, 0.02 , 19 , 9.50 , 9.44 , 0.04 , 2 , 2 , 4 ,
GCTJHLFJ7KJUBQCZH5R3OVPY5YDURRTPYABDNFX53CMMJ3QJGX4MMEDO, 0.02 , 599 , 300.00 , 298.64 , 1.34 , 3 , 3 , 6 ,
GCBM72JUIDRHZEGGRS7LPPNTOTYRVJYUXUDD3C4B3STE4ZJULHAF6ABI, 0.02 , 599 , 300.00 , 298.64 , 1.34 , 3 , 3 , 6 ,
GBCVRIFQLDUW6IGOREKVD6GYCGKTURBR2B5U2HJC6G2447FFK5QEE7WM, 0.02 , 207 , 103.73 , 103.24 , 0.47 , 1 , 2 , 3 ,
GASOU4JF7WI653HOH5BJ2X4YVG5XJ5JU2WWWBNJY6M3CO4T6WZDPTSLX, 0.02 , 72 , 35.89 , 35.87 , 0.00 , 1 , 2 , 3 ,
GDLVFWO77U574PQMUX7NCROZ5A5CGIONSOVG3XGJY2XDRC3LQRBJCDF6, 0.02 ," 1,596 ", 800.00 , 796.40 , 3.58 , 4 , 3 , 7 ,
GCOAZ2XZETDQS3NOKIHAARWPVTXTBGF52SHGSR5J62PDIKUZYF7XKAN6, 0.02 , 190 , 95.00 , 94.55 , 0.43 , 1 , 1 , 2 ,
GDEMKY55P235XFHCSXO6MJIOVG7T4EII7JHCHTA3SZUCOXDO56UXDP7R, 0.02 , 190 , 95.00 , 94.55 , 0.43 , 1 , 1 , 2 ,
GDZ7Z5K55AJJ3YJPTRN2SZY7N6KKEXIU5MMKUTRMCEB6PSO7FBDV44HS, 0.02 ," 1,596 ", 800.00 , 796.40 , 3.58 , 4 , 4 , 8 ,
GDYWFVZL2FKY5LBIESKVXOFZ7RKFFUOKN6X6I3WIG6DJANN2BGXW3PEP, 0.02 , 100 , 50.26 , 50.02 , 0.23 , 2 , 3 , 5 ,
GCTWDCCAKQECEXKSEWQTLVIWHOH5LSNWZDUR7AAVAOGTSVATAL6QD7CF, 0.02 , 67 , 33.65 , 33.48 , 0.15 , 2 , 7 , 9 ,
GA6DQENFA5AMZILOBBRLE3LDNQC7SSZY6NU7T2THBL2RVOH3KJAKH2NU, 0.02 , 120 , 60.00 , 59.71 , 0.27 , 2 , 1 , 3 ,
GDZQPNGDD5VNI6ILLFSISJGITMEVAZH3KGZE6U2QZYLV6Z32QS6VLOXW, 0.02 , 221 , 110.92 , 110.40 , 0.50 , 8 , 5 , 13 ,
GAWIITDKFVBWDVCEXRZP4AVM2LR5FKTIYU4GSJ2GTAFGW7QHS5DKKYB7, 0.02 ," 2,594 "," 1,300.00 "," 1,294.16 ", 5.82 , 5 , 4 , 9 ,
GDHE2JROMZE2W2VW5ROXOFPWASQE4DPOZQGVTJN2XLYJZFZI7EM63NZ5, 0.02 , 205 , 102.93 , 102.45 , 0.46 , 4 , 2 , 6 ,
GBU5RCRU6BVCR2PSDIREBANRZ2B6DN2WNEOYWIIUDD7DK7AWC5PBWLES, 0.02 , 145 , 72.70 , 72.36 , 0.33 , 1 , 2 , 3 ,
GBIYLMYO7BPKY55XOVBPNJ5UV5WGTHSL7N2WZDBM4QQMHKULS77MGX5Y, 0.02 , 399 , 200.00 , 199.08 , 0.90 , 2 , 2 , 4 ,
GC4ML2BFDZSZS4Z6JLUP2L2JYAANPAHHNKK6WC2XDAIRSE7M6AQZWJNN, 0.02 , 399 , 200.00 , 199.08 , 0.90 , 2 , 2 , 4 ,
GDA6DAKQNUFNVCHYIJP3GTG3TGZ4IKQFCY7RT3YTGVWN3PNT2IMUA53A, 0.02 , 399 , 200.00 , 199.08 , 0.90 , 2 , 2 , 4 ,
GA2W53676CL6EKQXHOCFE6KCHYAN47MHDSIVSI4V6EYXYF4DW67YNIIH, 0.02 , 399 , 200.00 , 199.08 , 0.90 , 2 , 2 , 4 ,
GC2QMPHIG4SAQ5A5PEVBZZTQ63AYD7WVCXW7CDUFODXMNFX6M7N34DK6, 0.02 , 399 , 200.00 , 199.08 , 0.90 , 3 , 1 , 4 ,
